split_type,split,rows,MAE,RMSE,R2
scaffold,train,8000,0.7846759443643814,1.0042559026759978,0.4133574551652939
scaffold,val,1000,0.9872103253675002,1.240740288666986,0.06177304498889957
scaffold,test,1000,0.9518843732689594,1.174062679649494,0.12306449154277088
