split_type,split,rows,MAE,RMSE,R2
random,train,8000,0.8006777634829195,1.015261652399769,0.3928285603460674
random,val,1000,0.8548922310610219,1.0931754377764746,0.3186119757571183
random,test,1000,0.8427906537488311,1.0736706192628267,0.32516330167885654
scaffold,train,8000,0.7846759443643814,1.0042559026759978,0.4133574551652939
scaffold,val,1000,0.9872103253675002,1.240740288666986,0.06177304498889957
scaffold,test,1000,0.9518843732689594,1.174062679649494,0.12306449154277088
