config_id,hidden_dim,num_layers,dropout,lr,weight_decay,best_epoch,train_R2,val_R2,test_R2,test_MAE,test_RMSE
8,128,3,0.1,0.001,0.0001,70,0.4937064051628113,0.4650649428367615,0.5242184400558472,0.7152168154716492,0.9015203575188442
7,128,3,0.0,0.001,0.0001,77,0.4742577075958252,0.44970065355300903,0.48365354537963867,0.7459575533866882,0.9391658922805459
4,64,3,0.1,0.001,0.0001,77,0.4391711354255676,0.4368758201599121,0.4684237241744995,0.7636641263961792,0.952915762775917
6,128,2,0.1,0.001,0.0001,79,0.44360554218292236,0.4257427453994751,0.4620402455329895,0.7567752599716187,0.9586203014175563
5,128,2,0.0,0.001,0.0001,76,0.43301647901535034,0.4163604974746704,0.44924396276474,0.7681013345718384,0.9699544802042854
3,64,3,0.0,0.001,0.0001,77,0.4328058362007141,0.4136953353881836,0.4566670060157776,0.7652747631072998,0.9633958276576344
1,64,2,0.0,0.001,0.0001,71,0.38583600521087646,0.3854151964187622,0.4181825518608093,0.7940852046012878,0.9969309859862665
2,64,2,0.1,0.001,0.0001,79,0.3660719394683838,0.35834115743637085,0.3717877268791199,0.8224462866783142,1.0359169522142042
