config_id,hidden_layer_sizes,alpha,learning_rate_init,best_epoch,val_MAE,val_RMSE,val_R2,test_MAE,test_RMSE,test_R2
7,"(128, 64, 32)",0.0001,0.001,140,0.8081574912357835,1.0403795714317419,0.3828391080751419,0.8037805624868217,1.0594828837293273,0.34288036540166544
6,"(256, 128)",0.001,0.001,143,0.8187264106937453,1.0465065892105396,0.3755485182410354,0.8040755800140906,1.043206175385418,0.36291577339553205
5,"(256, 128)",0.0001,0.001,125,0.8198365276457771,1.052953919360878,0.3678305606862995,0.7998794083547384,1.0432403339834944,0.36287405151766106
8,"(128, 64, 32)",0.001,0.001,102,0.8185780753607496,1.0599744043300379,0.3593725808619398,0.8237167991401104,1.0631742358434118,0.3382934379117646
4,"(128, 64)",0.001,0.001,177,0.8267515131028846,1.0724384865871603,0.34421791476854413,0.8299953531462011,1.0603798973839156,0.34176719062253236
1,"(64, 32)",0.0001,0.001,177,0.8506543907523517,1.085684450205828,0.3279184064277336,0.8329117946515735,1.0668777530173357,0.3336753614363954
2,"(64, 32)",0.001,0.001,159,0.850555541442644,1.0883466170261287,0.3246183924575682,0.830965770418681,1.0624958252773693,0.33913763726136437
3,"(128, 64)",0.0001,0.001,178,0.8469767074404658,1.0885885775125903,0.32431805830853633,0.8339349736008103,1.0637514054788328,0.3375747963407004
